GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,Age,Years_Employed,Churn_Probability
M,N,N,0,360000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Managers,2,0,55.0,4,0.7456689728076854
M,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,52.0,13,0.5364179209446385
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Unknown,1,0,63.0,0,0.5831032727419525
F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Managers,1,0,44.0,5,0.39816764219042555
F,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Unknown,3,0,34.0,10,0.19507580050253528
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,2,0,48.0,3,0.6658468503466418
F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Unknown,1,0,56.0,0,0.5318342306613775
M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1,0,37.0,4,0.48567819155593106
F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,2,0,31.0,10,0.35793712522448445
F,Y,Y,0,144000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Medicine staff,2,0,35.0,10,0.20698898012562258
M,Y,Y,0,207000.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,66.0,0,0.6603085483351087
M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,1,0,0,Unknown,2,0,26.0,8,0.7870704605554592
M,Y,Y,3,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,5,0,36.0,5,0.46644379362378274
M,N,N,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Drivers,2,0,62.0,0,0.4361250896692458
M,N,N,0,180000.0,Working,Incomplete higher,Civil marriage,With parents,1,1,0,1,Core staff,2,0,21.0,0,0.17539267429018254
F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Accountants,2,0,65.0,5,0.591241484850909
M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,0,45.0,18,0.22840565897329354
M,Y,Y,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,3,0,32.0,10,0.1945535372660356
F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,1,0,0,0,Managers,1,0,32.0,4,0.11250587600863886
F,N,N,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Sales staff,1,0,33.0,1,0.321840364071842
M,N,Y,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Low-skill Laborers,1,0,41.0,2,0.6615548658069155
M,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,Rented apartment,1,1,0,1,Unknown,2,0,28.0,6,0.5102369065376846
M,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,61.0,5,0.5678327442955267
F,N,Y,0,135000.0,State servant,Incomplete higher,Married,House / apartment,1,0,0,0,Core staff,2,0,42.0,9,0.15886399469273155
F,N,Y,1,382500.0,State servant,Higher education,Single / not married,With parents,1,0,0,0,Managers,2,0,33.0,1,0.08802096588737314
F,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Unknown,1,0,46.0,1,0.41431968823663096
M,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,1,0,39.0,17,0.3515314441508945
M,Y,N,1,292500.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Laborers,2,0,34.0,2,0.5957087881175681
F,N,N,0,225000.0,Pensioner,Higher education,Separated,House / apartment,1,0,0,0,Unknown,1,0,60.0,0,0.6690252657688133
F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,1,0,0,0,Sales staff,3,0,37.0,3,0.22161568207698717
F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2,0,63.0,0,0.5882577822898744
M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,0,37.0,12,0.38075919250783374
M,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,1,Core staff,3,0,49.0,1,0.8220369447051117
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Unknown,2,0,63.0,0,0.2941105959075913
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,54.0,12,0.3739750591194752
F,N,N,0,306000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Medicine staff,2,0,34.0,15,0.09813320554521658
F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,1,0,0,0,Unknown,1,0,55.0,0,0.8500766033005198
F,Y,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,1,0,-0.0,3,0.22426859915866904
F,Y,N,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,57.0,24,0.07649080387219372
M,N,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,5,0,39.0,18,0.2895236882507139
F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,57.0,0,0.6056151708399489
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,62.0,0,0.5922335589483821
M,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,High skill tech staff,2,0,52.0,0,0.6421920648952222
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Laborers,1,0,54.0,4,0.5358932890706144
F,N,Y,0,139500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Cooking staff,2,0,51.0,0,0.616870424829689
M,Y,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Unknown,4,0,45.0,1,0.23894800344039852
M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,0,52.0,10,0.3673594690048819
F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,1,1,1,0,Laborers,2,0,27.0,1,0.43805298152709965
M,Y,Y,0,126000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Unknown,1,0,55.0,0,0.6304369964218614
F,N,Y,0,193500.0,Pensioner,Incomplete higher,Widow,House / apartment,1,0,0,0,Unknown,1,0,66.0,0,0.4379382485940981
F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,0,47.0,4,0.20418075189098253
M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2,0,49.0,18,0.18652022575566965
F,N,Y,0,157500.0,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Laborers,1,0,60.0,29,0.12547556706700375
M,Y,N,1,193500.0,Working,Higher education,Married,House / apartment,1,1,1,0,Unknown,3,0,49.0,10,0.36141909547923645
F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,4,0,35.0,10,0.4955816655353962
F,Y,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,Unknown,3,0,30.0,5,0.45500554694211626
M,Y,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,64.0,0,0.6413029066616093
F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,1,0,0,0,Unknown,1,0,64.0,0,0.8774609374213524
M,Y,N,0,180000.0,Working,Higher education,Married,With parents,1,0,1,0,Core staff,2,0,31.0,6,0.2077015741368762
F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,Core staff,2,0,35.0,3,0.18374077501661956
M,Y,N,2,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Cleaning staff,4,0,34.0,3,0.5666784442731354
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cleaning staff,2,0,49.0,14,0.10841043648198177
M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,2,0,43.0,10,0.36785600254358936
F,Y,Y,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Unknown,1,0,53.0,7,0.12270551426698338
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2,0,63.0,0,0.6048278789577912
M,Y,N,1,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,3,0,51.0,0,0.5438582249903676
M,Y,Y,2,900000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,4,0,27.0,2,0.7015618408463047
M,Y,N,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Core staff,1,0,26.0,0,0.6788057561890344
F,N,N,1,112500.0,Commercial associate,Higher education,Married,With parents,1,0,0,0,Core staff,3,0,33.0,8,0.295261827324409
F,N,N,1,180000.0,State servant,Higher education,Married,House / apartment,1,1,1,1,Core staff,3,0,38.0,6,0.2628775591703416
F,N,Y,0,141750.0,Pensioner,Higher education,Married,House / apartment,1,0,1,0,Unknown,2,0,55.0,0,0.556285443325864
F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2,0,52.0,11,0.19456685603918092
F,N,Y,0,112500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Medicine staff,2,0,50.0,16,0.03324664143087237
F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Cleaning staff,3,0,27.0,0,0.10456293560895463
F,N,N,0,270000.0,Working,Incomplete higher,Civil marriage,House / apartment,1,1,0,1,Medicine staff,2,0,24.0,0,0.28251498794376295
M,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,41.0,8,0.2693095941763178
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,Office apartment,1,1,1,0,Drivers,2,0,40.0,22,0.4922298427972177
M,Y,Y,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,4,0,33.0,7,0.443552033537072
F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Core staff,2,0,30.0,5,0.1548982956321152
F,Y,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Cooking staff,2,0,40.0,14,0.18307886038710947
M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,48.0,5,0.7665443448130269
F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,Unknown,2,0,40.0,9,0.511050146306564
F,N,N,0,148500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Unknown,1,0,56.0,0,0.3631234549364175
F,N,N,1,135000.0,Working,Higher education,Married,House / apartment,1,1,0,0,Core staff,3,0,28.0,4,0.48121370759277643
M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,1,0,0,Drivers,2,0,38.0,7,0.887001771021567
F,N,Y,1,180000.0,Pensioner,Higher education,Married,House / apartment,1,0,1,0,Unknown,3,0,51.0,0,0.5485266856213393
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Unknown,1,0,65.0,0,0.4212024084222307
F,N,Y,0,247500.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Core staff,1,0,59.0,37,0.13456486060566689
F,N,N,0,112500.0,Commercial associate,Higher education,Single / not married,With parents,1,0,0,0,Laborers,1,0,24.0,0,0.39153923662444284
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,47.0,0,0.6216889982807563
F,N,Y,2,103500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Medicine staff,4,0,-0.0,18,0.1107328469660224
F,N,N,0,198000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Unknown,1,0,60.0,0,0.40135133894738423
F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Unknown,3,0,30.0,6,0.2953258755438573
M,N,N,0,67500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,31.0,7,0.19680007204301553
M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,0,51.0,32,0.09270974992149043
F,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Core staff,2,0,54.0,2,0.4234457755322308
F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,2,0,51.0,25,0.11403316518899508
F,Y,Y,0,148500.0,Commercial associate,Secondary / secondary special,Married,Office apartment,1,0,0,0,Core staff,2,0,46.0,6,0.8556635464150599
F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,1,0,0,0,Managers,1,0,32.0,4,0.11250587600863886
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,0,59.0,6,0.493745505235313
F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,29.0,2,0.2742813668902844
M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Low-skill Laborers,3,0,41.0,8,0.4937416124942127
F,N,Y,0,135000.0,State servant,Incomplete higher,Single / not married,With parents,1,0,1,1,Unknown,1,0,27.0,5,0.037561653503031145
F,N,N,0,261000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,0,0,Unknown,2,0,27.0,2,0.5720494410212439
F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,1,1,1,0,High skill tech staff,3,0,42.0,22,0.14398717192454769
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,0,50.0,1,0.47326601511756555
M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Sales staff,2,0,28.0,3,0.28781294246332695
F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,High skill tech staff,1,0,60.0,25,0.05604207297664916
M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,38.0,0,0.5296192552328994
F,N,N,2,171000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,4,0,40.0,3,0.5978699955040772
F,N,N,1,40500.0,State servant,Secondary / secondary special,Married,Rented apartment,1,0,0,0,Cooking staff,3,0,35.0,5,0.5096242328238829
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Cleaning staff,2,0,41.0,13,0.029969930155498235
F,N,N,0,306000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,2,0,29.0,3,0.4963580824587928
F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,1,0,Accountants,2,0,58.0,3,0.9188711628712397
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,64.0,1,0.5130011644089028
M,Y,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,4,0,35.0,0,0.5400987979739807
F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Secretaries,2,0,47.0,8,0.005518595893673218
F,Y,N,0,153000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Unknown,1,0,64.0,0,0.32831280777996696
F,Y,N,1,135000.0,Working,Higher education,Married,Rented apartment,1,0,0,1,Accountants,3,0,30.0,1,0.7508656869576859
F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Unknown,1,0,56.0,0,0.5646171938713348
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,58.0,0,0.5669635042505761
F,N,N,0,90000.0,Working,Higher education,Separated,House / apartment,1,0,0,0,Core staff,1,0,59.0,4,0.6252816180574748
M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Core staff,4,0,37.0,5,0.6314812759696783
M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,High skill tech staff,2,0,32.0,4,0.04994211952446642
M,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2,0,63.0,0,0.6989702601975448
F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Laborers,3,0,35.0,2,0.36712691785377227
M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,1,0,1,0,Managers,4,0,43.0,15,0.11980295973446552
M,Y,N,3,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,5,0,41.0,4,0.6053527952896273
F,N,Y,2,315000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Managers,4,0,29.0,0,0.5801304573733207
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Cleaning staff,2,0,41.0,3,0.2161126046333044
M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Unknown,2,0,63.0,0,0.4063009681188291
F,N,Y,0,166500.0,Working,Incomplete higher,Married,House / apartment,1,0,0,1,Laborers,2,0,29.0,11,0.2569140199320844
M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,0,-0.0,13,0.2404381317159733
M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,0,55.0,8,0.5979499061863666
F,N,N,0,135000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,1,0,0,0,Accountants,1,0,48.0,0,0.7471417142885999
F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,0,0,High skill tech staff,2,0,41.0,21,0.24477375018137248
F,N,Y,0,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Unknown,1,0,50.0,26,0.07414709727770968
M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,High skill tech staff,2,0,32.0,4,0.04994211952446642
F,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,1,0,0,1,Unknown,2,0,58.0,1,0.4422593894941296
M,Y,Y,0,405000.0,Working,Higher education,Married,House / apartment,1,1,1,1,Managers,2,0,28.0,7,0.36542880227051433
F,Y,N,1,405000.0,Working,Secondary / secondary special,Married,Rented apartment,1,1,1,1,Core staff,3,0,37.0,4,0.8476642623324023
F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Unknown,3,0,27.0,2,0.13320304314088294
M,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,4,0,34.0,9,0.46731838464904324
F,Y,Y,0,243000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Sales staff,1,0,40.0,5,0.18000618525359036
M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,High skill tech staff,3,0,43.0,5,0.5642892699255636
M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,4,0,43.0,4,0.5918149087189235
M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,0,64.0,20,0.3330358882517725
F,N,N,0,135000.0,Pensioner,Higher education,Married,Municipal apartment,1,0,0,0,Unknown,2,0,53.0,0,0.8548839446741273
F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,0,47.0,12,0.21157737902197177
F,N,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,1,1,1,0,Managers,2,0,35.0,0,0.2840481935032703
F,Y,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,66.0,0,0.573357138592643
M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,1,Core staff,2,0,22.0,2,0.7638144101523062
F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Unknown,1,0,46.0,18,0.12235981589017411
F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,2,0,42.0,4,0.5880455267825688
F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Managers,1,0,39.0,2,0.1954767804754067
F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,1,Realty agents,3,0,28.0,9,0.005880096892378775
M,Y,N,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,0,48.0,8,0.5163961072872228
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Managers,3,0,38.0,10,0.08037431840683792
M,Y,N,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,51.0,0,0.5929809636904635
M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,1,1,0,0,Managers,2,0,35.0,13,0.28726494827449056
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2,0,50.0,9,0.41427596341490525
F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,1,1,Unknown,1,0,49.0,9,0.42048935687320055
M,Y,N,2,166500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Core staff,4,0,33.0,3,0.6518501526102786
M,N,Y,0,445500.0,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Unknown,1,0,52.0,6,0.7500817967904045
F,Y,Y,0,180000.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Sales staff,1,0,42.0,11,0.05373255300033951
F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2,0,56.0,0,0.5344847601939747
F,N,Y,1,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,Core staff,3,0,30.0,6,0.062137480252063906
M,N,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Managers,4,0,33.0,5,0.7233800281494704
F,Y,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Core staff,1,0,41.0,19,0.24259917129780564
F,N,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Unknown,4,0,32.0,0,0.43233272010122914
F,N,Y,0,166500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2,0,63.0,0,0.6136540484017444
M,Y,Y,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,0,40.0,14,0.2755243990529322
F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Cleaning staff,2,0,52.0,18,0.08524924275662542
M,Y,Y,0,144000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Managers,2,0,52.0,6,0.5486233328006604
M,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2,0,-0.0,0,0.3175785127310985
M,N,N,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,1,Managers,3,0,41.0,7,0.5315531235536824
F,N,N,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,Waiters/barmen staff,2,0,31.0,9,0.14427817480584235
M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Managers,2,0,47.0,9,0.36542432369009625
M,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,4,0,31.0,12,0.3451952111190196
F,N,N,1,292500.0,Working,Incomplete higher,Married,House / apartment,1,1,1,0,Sales staff,3,0,34.0,11,0.20731226008147324
F,N,N,0,112500.0,State servant,Secondary / secondary special,Widow,House / apartment,1,1,0,0,Unknown,1,0,52.0,14,0.04915728667053228
F,N,Y,0,216000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Medicine staff,1,0,49.0,8,0.4379086853676088
M,Y,N,0,126000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,1,0,Laborers,2,0,28.0,7,0.5079217059811962
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,3,0,51.0,5,0.5300788300110125
F,N,Y,0,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,1,0,0,0,Unknown,1,0,59.0,0,0.39260766823705745
M,N,Y,0,337500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,High skill tech staff,1,0,45.0,3,0.5627924623686691
F,N,Y,0,44550.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,62.0,0,0.5727864915804729
F,Y,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Cooking staff,2,0,37.0,3,0.14111063270721008
F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,3,0,28.0,4,0.25466092344796715
M,N,Y,2,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Unknown,4,0,39.0,6,0.14173939832125523
F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,4,0,34.0,4,0.2854765953908333
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,2,0,52.0,21,0.27919742589203206
M,Y,Y,0,301500.0,Working,Secondary / secondary special,Married,Rented apartment,1,0,0,0,Laborers,2,0,24.0,2,0.8128534761039875
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Cooking staff,2,0,38.0,20,0.15572551211122718
M,Y,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Laborers,1,0,22.0,3,0.4549140101811487
F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Unknown,1,0,58.0,0,0.6145632905674269
M,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2,0,28.0,6,0.2729166250079906
F,Y,Y,2,315000.0,Commercial associate,Higher education,Married,With parents,1,0,0,0,Managers,4,0,34.0,3,0.2569680639945832
F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Unknown,2,0,47.0,0,0.5234264636540148
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Unknown,1,0,56.0,0,0.5580963458235576
